vehicle_no,device_id
J0959,866041042030905
J0960,862607059174978
J0961,867605051092409
J0962,867732035525492
J0994,868704043945615
J0995,860548045651038
J0996,865501043851535
J0997,864650059577830
I2902,862607059025725
I2903,864650059580263
I2904,862607059112325
I2905,862607059360791
I2906,864650059538378
I2907,864650056132092
I2908,864650059626116
I2909,864650059615390
I2910,865860042103532
I2911,867032053785270
I2912,866758041732716
I2915,864977043679608
I2917,867032053932799
I2919,864650056294298
I2921,864650059566361
J0500,862607059189273
J0501,868704041315043
J0502,867032053733494
J0503,862607059166610
J0504,864650059569365
J0505,864977043778459
J0506,867032053922972
J0507,862607055717135
J0508,868704041305747
J0509,865501043927475
J0510,866758048732792
J0511,867732033518481
J0512,867032053797275
J0513,862607055576671
J0514,869756046267511
J0515,867732033002429
J0516,864650056142166
J0517,862607059196955
J0518,862607052179875
J0519,860548044379557
J0520,860548040370188
J0521,862607059116318
J0522,864650059637576
J0523,862607059111913
J0524,867032053894890
J0525,864513044572375
J0526,862607052167706
J0527,867032059014220
J0528,863412043716565
J0529,868142049706402
J0530,862607055645302
J0531,868704041305606
J0532,862607059111590
J0533,862607052134334
J0534,864513042696994
J0535,862107042793844
J0536,866758044214076
J0537,869756048103425
J0538,864650056122051
J0539,867032053719295
J0540,867032053892100
J0541,864337056191381
J0542,867032053728155
J0543,862607059040187
J0544,864337059103102
J0545,865860041789356
J0546,864977043704539
J0547,861107030480678
J0548,865501043952614
J0549,864650059674561
J0550,864650059678034
J0551,866758048726943
J0552,862607055596588
J0553,864513042781861
J0554,867032059236963
J0555,864650059676129
J0556,864650059540358
J0557,867032059119540
J0558,862607059173699
J0559,862607052169058
J0560,864650059637634
J0600,867032053722414
J0601,863958044844806
J0602,862607059253293
J0603,867032053780248
J0604,862607059195486
J0605,864977043725559
J0606,862607052169678
J0607,864337050405977
J0608,867032053781626
J0609,867032053785643
J0610,862607059218155
J0611,867032059258967
J0612,864650059565454
J0613,864513044567326
J0614,867032053814773
J0615,864513044572441
J0616,862607059212901
J0617,864650056253757
J0618,867383059043838
J0619,867032053931387
J0620,864513041441756
J0621,866041042127578
J0622,867383057111090
J0623,862607059082908
J0624,868142049682330
J0625,864513041440071
J0626,864513042768181
J0628,860965065202981
J0629,862607052117156
J0630,868922051459580
J0631,862607059197425
J0632,862607059150820
J0633,864650059579216
J0634,867032053931288
J0635,867032053795592
J0636,867383057236871
J0637,867032053929621
J0638,862607059250554
J0639,867032059152822
J0640,867160040670972
J0641,867032053909417
J0642,864650059614435
J0643,864513041485423
J0644,867032058973533
J0645,862607059163179
J0646,862607059103365
J0647,869244044510570
J0648,864650059539194
J0649,865501042160714
J0650,862607055627896
J0651,862607059174085
J0652,867383057130397
J0653,864337058927915
J0654,867383057139042
J0655,867383057209191
J0656,862607055692825
J0657,867032058975223
J0658,865860041759029
J0659,869756048088899
J0660,867032053770330
J0661,868794061154265
J0662,864650059629250
J0663,862607055638224
J0664,864650059613627
J0665,862607059092576
J0666,862607059331941
J0668,867032053743097
J0669,862607059210343
J0670,862607059150937
J0671,862607055686058
J0672,867160040615621
J0673,867032053748922
J0674,864513042745783
J0675,868922051473342
J0676,864650056288936
J0677,864977043694045
J0678,864650059613940
J0679,863958044824766
J0680,867032053721879
J0681,862607059172360
J0682,864650056190900
J0683,864513041431641
J0684,864513046412703
J0685,867032053775032
J0686,864650059598778
J0687,864977047877943
J0688,862607059412204
J0689,864513041471027
J0690,867032053779083
J0691,864513046547243
J0692,862607059135490
J0693,867032053738170
J0694,867383057131577
J0697,862607059027119
J0699,862607059090729
J0702,865860041741548
J0705,866758045802838
J0706,862607059071125
S0007,862607059149962
K0321,860965065313374
K0322,862607059175363
K0323,864337059051897
K0325,863412043686024
K0326,862607055711302
K0328,863958044840358
K0329,867032053729948
K0330,862810042424308
K0332,862607059023225
K0333,864650059578754
K0334,862607059111855
K0335,863958044841083
K0336,864513041440030
K0337,862607052182663
K0338,862607059364314
K0339,864513041470482
K0340,862607055652506
K0341,863958042730312
K0516,868794061295688
K0517,862607059087600
K0518,864337059103862
K0519,864513042787991
K0520,867032059181052
K0521,867032059185368
K0522,
K0523,866758046120552
K0524,864650056297325
K0525,864650059642360
K0526,868142049832646
K0527,862607059091727
K0528,862547050913752
K0529,863958044718349
K0530,862607055681794
K0531,862607059115674
K0532,864977043681463
K0533,868922051503486
K0534,867383059072423
K0535,861942053281623
K0536,862607059103704
K0537,862607059149525
K0538,865860041758310
K0539,863958044709702
K0540,862607059058924
K0541,867383057224836
K0542,867032053786484
K0543,867032059207568
K0544,864650059633435
K0545,864650059664687
K0546,864977047745835
K0547,862607059105634
K0548,861107032555253
K0549,
K0550,868794061288444
K0551,862607059196666
K0552,862607059170893
K0553,867032053779232
K0554,862607055571565
K0676,864977043655590
K0677,862607055580715
K0678,862607055620313
K0679,862607059095942
K0680,864977043713290
K0681,862607059078369
K0682,864513045686455
K0683,862815033330265
K0684,869756048131707
K0685,862607059091669
K0686,862607059095678
K0687,864513041497550
K0688,862607055623655
K0689,863617069500798
K0690,864977047912468
K0691,862607059063403
K0692,862607059084821
K0693,862607059176049
K0694,864513041477438
K0695,867032059160098
K0696,863958040822558
K0697,864977047747773
K0698,862607059112614
K0699,867394047683288
K0700,862547050712659
K0701,862607055695927
K0702,862607059093582
K0703,863958044754328
K0704,867032053893660
K0705,864650056168583
K0706,866041042201167
K0707,863958044856909
K0708,867160041205638
K0709,864337056514624
K0710,863418052926318
K0711,867605050972007
K0712,862607055696735
K0713,867394042495522
K0714,867956048087206
K0715,862607059083153
K0716,862607055597214
K0717,867032059227905
K0718,862607059072347
K0719,865501042142068
K0720,863958040819034
K0721,864650059618154
K0722,864337053488319
K0723,863958044810161
K0724,867032053781881
K0725,862547050842761
I1134,868728039285595
I1154,864650059661659
I1155,860965067631260
I1156,862607052116901
I1158,869244042741847
I1164,864650059543121
I1176,868728039304917
I1177,
I1178,869244042766596
I1181,869244042795975
I1190,868728039308645
I1191,869244042796122
I1192,869244042798193
I1322,862607059031400
I1323,864513041453173
I1324,869244044492100
I1325,869244044518839
I1326,864977043692668
I1328,867383057139158
I1352,868794061127527
I1354,869244044681314
I1357,869244042794069
I1360,869244042677629
I1361,869244042741540
I1362,869244044490419
I1368,866041042198926
I1373,869244042794705
I1379,869244042629364
I1381,868728039309551
I1383,867032053795899
I1392,868728039272957
I1393,867383057219398
I1395,
I1400,867032053901182
I1406,869244044728479
I1413,869244044530339
I1416,867032059206396
I1420,868728039340226
I1430,869244044710170
I1431,869244042799969
I1432,869244042797526
I1433,
I1435,869244042670608
I1442,869244044527319
I1445,862607059109545
I1446,
I1448,869244044492381
I1449,869244044506768
K0331,867032053720293
K0342,
K0555,864513042706876
K0556,862607055586977
K0557,867383057235097
K0558,867383057208409
K0559,864337056194740
K0560,862607059026806
K0561,868922051449839
K0562,867032053781170
K0563,867383057224612
K0564,860965065202544
K0565,864337053399276
K0566,862607055622962
K0567,868922053124265
K0568,867605051033148
K0569,863958044748080
K0570,864977047764141
K0571,867032053792854
K0572,864977043687239
K0573,862547050789707
K0574,863958040823648
K0575,862607055588882
K0576,867032053782632
K0577,862607059148907
K0578,862547050742102
K0579,862607055616253
K0580,865396053305278
K0581,860965069050105
K0582,862607059091891
K0583,863418052823143
K0584,867383057207682
K0585,867032059173034
K0586,862607059036326
K0587,864977043694870
K0588,862607059042159
K0589,863617069470216
K0590,860965069099763
K0591,864650059564887
K0592,860965067588692
K0593,862607055599194
K0594,865860041655037
K0595,862607055583974
K0596,862607055653132
K0597,867032059174156
K0598,862607059094739
K0599,865860041770067
K0600,862607055576259
K0601,868922051352868
K0602,862607059166503
K0603,864513042702792
K0604,863412043670929
K0605,867032059272976
K0606,860965065266655
K0607,863412044172750
K0608,867032053893678
K0609,863958040829082
K0610,869756048088816
K0611,862607059351493
K0612,867032053895533
K0613,864337056375307
K0614,868142049740062
K0615,863418053218236
K0616,869756048138173
K0617,869756046228968
K0618,863418052917549
K0619,864650059660727
K0620,865860041733784
K0621,864513042814167
K0622,862614060335838
K0623,867394042462894
K0624,865860041689622
K0625,864337058928632
K0626,864337056218358
K0627,864337056479505
K0628,862607055584345
K0629,864650054179475
K0726,
K0727,863418053213641
K0728,862607059136001
K0729,866041043620746
K0730,867394047702526
K0731,864650059520152
K0732,867032059237557
K0733,862607059089200
K0734,862607059180777
K0735,864650059627627
K0736,867032053784521
K0737,862547054090300
K0738,867605050930716
K0739,862607055666175
K0740,865860041725228
K0741,866041042272895
K0742,862607059117969
K0743,864337053466661
K0744,864513042810546
J0059,862607059211812
J0060,862607059211838
J0061,862607059153923
J0062,868794061306717
J0063,862607052134698
J0064,862607059219799
J0065,863418053251575
J0066,862607052179149
J0067,865860041738783
J0068,862607055690738
J0069,862607059073709
J0070,867032053929548
J0071,862607055623788
J0072,864513041455723
J0073,863958044759160
J0074,862607052135505
J0075,862607055619703
J0076,867032053791286
J0077,864650056132233
J0078,864650059578234
J0079,862607059081314
J0080,864650059431293
J0081,868922051389530
J0082,862607059149038
J0083,865860042118050
J0084,862607055713605
J0085,862607059175009
J0086,862607058104108
J0087,864337050754069
J0088,864650059614328
J0089,866041042133642
J0090,863412043717225
J0091,867032053721796
J1675,865860042085150
J1676,867732035541119
J1677,863501043892315
J1678,860548044462528
J1679,866758046083990
J1690,868704041052034
J1691,867032053890401
J1692,864337056544159
J1693,862607059174143
J1694,861107035918094
J1695,865396053466401
J1696,862607059083120
J1697,860548045626337
J1698,860965065187687
J1699,860548044448121
J1700,868142049675557
J1701,868794061156419
J1702,863617069465083
J1703,866041043604492
J1704,866758047913005
J1705,866758047905720
J1706,867732033001314
J1707,865860041738601
J1708,867605050942737
J1709,866041043626628
I2922,862607059102813
I2923,867032053743022
I2924,868922051476261
I2925,866041042204773
I2926,865501043956722
I2927,864337056488753
I2928,865501042161480
I2930,864513041507010
I2931,864650056190611
I2932,862607052167623
I2935,862607055620339
I2936,864650056131466
I2937,864977043763022
I2939,864977043725120
I2942,864977047876416
I2943,864650059565082
I2944,864650056135160
I2945,862607059168715
I2946,864650056135293
I2947,867032059108857
I2948,864650059674280
I2949,862607059041060
I2950,862607059020809
I2952,867032059008776
I2953,864650059611464
I2954,864337053409141
I2955,866041042204211
I2958,864977043714496
I2959,867032053743923
I2960,864650059676640
I2962,868794061130067
J0695,867383057127146
J0696,867032053873811
J0698,868142049714190
J0700,868922051381909
J0701,864513042724465
J0703,864650059679347
J0707,862607059195411
J0708,862607059343417
J0709,862607059215383
S0008,868922051347470
K0745,867032053707233
K0746,864977043766959
K0747,868922051397608
K0748,862607059182187
K0749,864977043779804
K0750,864650056252759
K0751,
K0752,864650059638798
K0753,864513041471316
K0754,866041042150083
K0755,864337050510396
K0756,864650059583085
K0757,867032059151782
K0758,864513045652739
K0759,862607059215490
K0760,862607059258383
K0761,862607059080993
K0762,864650059579091
K0763,864513041468445
K0764,
K0765,862607059212273
K0766,862607052182960
K0767,867383059161218
K0768,869756046259500
K0769,864337056432223
K0770,865860041753006
K0771,864650059569001
K0772,862607055694227
K0773,867383059183089
K0774,865860042083130
K0775,863958040820222
K0776,
K0777,864650059451291
K0778,864650059584745
K0779,867032053799578
K0780,864977047893536
K0781,863418053213856
I1135,
I1336,
I1337,869244042809941
I1338,868728039300931
I1342,868728039312894
I1346,869244044490187
I1347,869244042783708
I1348,867032059228770
I1349,868728039280877
I1350,869244042797492
I1451,
I1452,869244044492373
I1453,869244042686497
I1454,869244044527202
I1455,869244044667792
I1456,868728039259327
I1458,868728039266942
I1460,
I1461,868728039245185
I1462,868728039288870
I1463,
I1464,867032053800467
I1465,862607059175504
I1466,864977043679954
I1469,864513042679461
I1470,869244042770986
J1710,860548045631667
J1711,865860041784563
J1712,865860041660169
J1713,862607059043330
J1714,868704041221720
J1715,864337056377089
J1716,863958044848674
J1717,864650056132985
J1718,862607059101971
J1719,862607059135094
J1720,862607059134410
J1721,867032053766064
J1722,862607059380963
J1723,867032053742115
J1724,864650059554425
J1725,864650056191841
J1726,864650059536760
J1730,864650059630738
J1731,862547053979032
J1732,862607055680200
J1733,867032053728452
J1734,868142049704050
J1735,863418058154394
J1736,864337056354047
J1737,867032053799388
J1738,864650059592656
J1739,862607059020767
J1740,864388041747191
J1741,862607055628423
J1742,864650059570223
J1743,864650056280982
J1744,867032053795238
J1745,864650059614831
J1746,867032058996096
J1747,868728039291353
J1748,867032053856998
J1749,864650056259150
J1750,862810042363928
J1751,864977043676901
J1752,864650059645322
J1753,862607055625452
J1754,864513041508927
J1755,865501043850974
J1756,864650059578473
J1757,867032053758988
J1758,862607055584410
J1759,862607059112275
J1760,869244042765069
J1761,864650059639010
J1762,864650059572245
J1763,867032053750555
J1764,862607055580954
J1816,867032053786237
J1817,865501043921635
J1818,860548042889268
J1819,862607059213784
J1820,862607055580962
J1821,864337058967382
J1822,864650059676822
J1823,862607059073279
J1824,864513044579529
J1825,865396053494700
J1826,865860042119264
J1827,863617069472998
J1828,865860041785859
J1829,867032053740226
J1830,867732035523091
J1831,865860041704710
J1832,867032053742214
J1833,864513044555164
J1834,861107033803694
J1835,868704041066406
J0092,862607055598519
J0093,863958040810397
J0094,862607059195247
J0095,868794061313838
J0096,862607059148147
J0097,864650056190447
J0098,864650056132324
J0099,862607055710577
J0100,862607059194000
J0101,868142049619779
J0102,867032053799511
J0103,867032053898636
J0104,862607052115580
J0105,864650059572492
J0106,867032053732181
J0107,862607055586035
J0108,864650056191072
J0109,864513041447837
J0110,862607055627631
J0111,862607059196716
J0112,868794061326038
J0113,862607059212737
J0114,862607059196609
J0115,867032053793076
J0116,864337056409189
J0117,868922056343664
J0118,867032053729880
J0119,863958044835317
J0120,867383059049918
J0121,862607059115054
J0122,862607055717754
J0123,862607059151943
J0124,867032053801754
J0125,860965069068354
J0126,867032059058573
J0127,862607059211663
J0128,866041042268315
J0129,864513041466886
J0130,864650059637865
J0131,868922051374755
J0132,867032059042247
J0133,867032058974143
J0134,861942055314067
J0135,867383057156673
J0136,862607059095405
J0137,862607055711088
J0138,867032058991436
J0139,864650059664232
J0140,867032053748021
J0141,865860041720708
J0142,868142049823256
J0143,864650059638038
J0145,862607059098698
J0146,868922053001836
J0147,867032058975959
J0148,862607059134386
J0149,862607059217330
J0150,867032053790205
J0151,862607059141779
J0152,867383059116238
J0153,864650056279083
J0154,864650059635406
J0155,869756048076076
J0156,867383057135313
J0157,864650059578424
J0158,867383059127763
J0159,864650056135145
J0162,864650059624996
J0163,862607059149541
J1727,867383057138614
J1728,864513041438224
J1729,864650059557824
J1765,865396053316903
J1766,862607059174838
J1767,862607059210475
J1768,862607055586019
J1769,862607052182788
J1770,867032053791443
J1771,865860042142662
J1772,868704041304781
J1773,865860041738759
J1774,860965067617848
J1775,864650059566684
J1776,864977047761584
J1777,862607059216779
J1778,862607059259167
J1779,860548042869724
J1780,868704045608542
J1781,864337056479885
J1782,867032053931668
J1783,868704041201367
J1784,867383059009821
J1787,866758045223183
J1788,864650056267757
J1789,863412044248535
J1792,862607059118488
J1793,864337056193403
J1794,868704041288620
J1795,866041041969012
J1797,868794061060439
J1798,862607055587603
J1804,866758049212711
J1810,864819052140231
J1811,862607055696818
J1812,866041041957975
J1814,867732033001280
J1815,863958042633029
J1836,862607052167599
J1837,868142049734800
J1838,862607059031095
J1843,861107032762651
J1844,864977043651243
J1845,862348054175864
J1846,866758049560556
J1847,864513044629233
J1848,864650059503604
J1851,865860041773293
J1852,865860042071978
J1861,866758047839986
J1876,865860042142951
J1877,868704043919743
J1880,860548046781834
J1881,865860041747107
J1882,860548044484688
J1884,860548046776701
S0005,864650056134981
S0006,867383050933771
I2956,862607059213206
I2961,862607059216233
I2963,864650059631629
I2964,862348051473080
I2965,867032059260187
I2966,867032059240601
I2968,868728039334161
I2970,862607059137058
I2972,862614065677598
I2973,862607055621162
I2975,862607059148485
I2976,868728039324188
I2977,867032059044730
I2978,866041042224698
I2979,867605050972692
I2980,862607059218999
I2989,864513041500478
I2992,864650059627973
I2993,864650059578747
I2994,862607059212828
I2995,862607059131556
I2996,866041042226263
I2997,864650056194951
I2998,866041042198991
I2999,862607059195361
I3000,869756045662654
J0561,865501043850230
J0562,864650059637642
J0563,867032053888470
J0564,864650056190694
J0565,867032053800558
J0566,867032053659368
J0567,862607059021096
J0568,862607052133732
J0569,866758041754579
J0570,864513042820990
J0571,861107034081316
J0572,864650059631058
J0573,862607059114826
J0574,864513041452761
J0575,867032053758483
J0576,864650059641750
J0577,867383057190946
J0578,864513041465938
J0579,867032053783341
J0580,864513041488393
J0581,867032053732140
J0582,864650056178541
J0583,862607059160514
J0584,867383057114144
J0585,862607059087675
J0586,862607055628340
J0587,866041042107521
J0588,869244044523631
J0589,864650059555653
J0590,866041042133162
J0591,862607059213727
J0592,868922051371298
J0593,868794061111018
J0594,862607055597701
J0595,862607059096106
J0596,862607055628647
J0597,864650056286666
J0598,860965068592362
J0599,862547050870820
J0710,867032053728015
J0711,867032053775156
J0712,867032053928920
J0713,867032053745704
J0761,868922051388920
J0762,864650056285478
J0763,864650059659265
J0765,867032053734369
J0766,867032053780891
J0767,867383057224471
J0768,864650059579729
J0769,862607052177333
J0770,867032053721200
J1785,868728039256075
J1786,866758049560184
J1790,867732035535319
J1791,865501043835801
J1796,867032053793373
J1799,862607059197359
J1800,866041041996361
J1801,864650059592417
J1802,860965067648306
J1803,862607052363321
J1805,867032059114376
J1806,864513042726213
J1807,865860041682056
J1808,864650059678786
J1809,867032053726761
J1813,862607059383686
J1839,866041043622361
J1840,864650059405677
J1841,860548045694509
J1842,862607059218023
J1849,864513041506640
J1850,864650059578135
J1853,860965065187729
J1854,860548045678247
J1855,864513041522969
J1856,864977043696222
J1857,860548044444401
J1858,860548044492947
J1859,868704041288190
J1860,867032053731126
J1862,861107032750664
J1863,860548045663868
J1864,866758049216092
J1865,867160044742991
J1866,868704046754063
J1867,867184039930122
J1868,866758049549740
J1869,868704045185970
J1870,864977043665839
J1871,864650054189953
J1872,866758049201367
J1873,865860042083114
J1874,865860042106030
J1875,861107033986481
J1878,863958044809064
J1879,867032053768680
J1883,865501043982694
J1885,862607055628670
J1886,863418052916954
J1887,867032059079371
J1888,868794061155965
J1889,866758049209634
J1890,867732033588609
J1891,868704046760250
J1892,863958044820145
J1893,865501043874669
J1894,860548045622369
J1895,861107033818866
J1896,864337056514723
J1897,860548040377787
J1898,866758048784108
J1899,868922051467997
J1900,864513045705750
J1901,865501043925537
J1902,864513042799178
J1903,867032059226204
J1904,864513041455715
J1905,867032053748849
J1906,864977043708431
J1907,864650059422318
J1908,864650056121905
J1909,865501043926097
J1910,866758048745893
J1911,868704041218452
J1912,864337056194831
J1913,864388041838313
J1914,864337056479968
J1915,867032053774670
J1916,867032053795014
J1917,864337056489488
J1918,864650059617057
J1919,862348054939574
J1920,863958044749104
J1921,865860042072356
J1922,863958044804578
J1923,862607059210368
J1924,862607055568769
J1925,864650056184770
J1926,867383057141543
J1927,862607059103340
J1928,868922051365696
J1929,864513042732476
J1930,865501043852566
J1931,866041042249646
J1932,860965067634819
J1933,863958044768930
J1934,866041043622726
J1935,864388040092417
J1936,865860041765679
J1937,860548042868890
J1938,861942050245662
J1939,862607059140359
J1940,862107049441066
J1941,864513041462190
J1942,867032053762337
J1943,866041043607636
J1944,862607052168571
J1945,867605051021093
J1946,864650059614377
J1947,862607059213099
J1948,867383059058349
J1949,867383057123012
J1950,862607059182633
J1951,864337059028317
J1952,866041042256955
J1953,867732033527912
J1954,863617069492160
J1955,867732033063637
J1956,864337056547392
J1957,866758047815598
J1958,860548040368349
J1959,863617069492004
J1960,862607059174697
J1961,867032053716267
J1962,864388041838206
J1963,866758046177602
J1964,866758049558832
J1965,869244044497281
J1966,864513041477768
J1967,867032053801812
J1968,868142049715890
J1969,862607052177374
J1970,866041043607255
J1971,864977043714660
J1972,868142049673529
J1973,867732033013772
J1974,865501043835744
J1975,864513045643670
J1976,860548045628655
J1977,860548042852878
J1978,862547050667242
J1979,867184039934264
J1980,862547050655098
J1981,861107035149740
J1982,860548046740889
J1983,864650056384321
J1984,862607055670144
J1985,862107049574296
J1986,866758049208248
J1987,864650054229239
J1988,861107032522865
J1989,860588042340227
J1990,865501043953836
J1991,860965067591852
J1992,865501043982116
J1993,866758049564343
J1994,860548044385943
J1995,862107049502834
J1996,862607059215607
J1997,862607059188036
J1998,868922056297647
J1999,865501043925487
J2000,869756046089725
J2001,862607059093566
J2002,862607059306208
J2003,864650059663283
J2004,869244044640856
J2005,863418053166641
J2006,867032053739475
J2007,867732033518747
J2008,861942053293388
J2009,866758046105827
J2010,862607059218486
J2011,865546044779615
J2012,867624060164513
J2013,867032059007042
J2014,864977047806611
J2015,862614060446718
J2016,860548046733009
J2017,868704043966652
J2018,867032053769738
J2019,862348058331075
J2020,868704041302793
J2021,865860041787269
J2022,862607055720014
J2023,862607059257369
J2024,860965065318407
J2025,868704041304690
J2026,864337056537898
J2027,865501043955526
J2028,867032053779695
J2029,867032053928987
J2030,866758048674895
J2031,866758047903063
J2032,860965065279559
J2033,862607059195015
J2034,862607059218270
J2035,862607059210376
J2036,867383057209027
J2037,862107048099279
J2038,865501043850651
J2039,867383059103343
J2040,866758048845180
J2041,862607055589559
J2042,866758049201516
J2043,865860042023490
J2044,869244044701997
J2045,862547050662268
J2046,862607055620461
J2047,862607059131788
J2048,867184039896703
J2049,862607059113596
J2050,866758047951633
J2051,864650059677614
J2052,862607059023415
J2053,865501043905315
J2054,864513046456882
J2055,864337056368922
J2056,861107037512531
J2057,867032059177951
J2058,867184039920115
J2059,867394047701270
J2060,868704041225192
J2061,861107035367938
J2062,862607059251396
J2063,860548042839669
J2064,866041042153079
J2065,861107037875920
J2066,864337053508074
J2067,860965069049743
J2068,862614060277337
J2069,865860041764888
J2070,862607059183755
J2071,864337056520373
J2072,865501043920751
J2073,860588042339054
J2074,866041043588190
J2075,864337056163810
J2076,864337058974511
J2077,868704043922754
J2078,865501043842674
J2079,864337058455669
J2080,864513042725538
J2081,865501043933457
J2082,869756046026768
J2083,864513042783222
J2084,862607055718877
J2085,862607059175348
J2086,864337058937450
J2087,867032053731019
J2088,864337056504617
J2089,860548046741655
J2090,867032059065115
J2091,862607055624083
J2092,862607059034172
J2093,864337053354446
J2094,863958044770951
J2095,862107048093629
J2096,868704041288737
J2097,865501043843656
J2098,866758047906637
J2099,862547050662029
J2100,868922053074775
J2101,868142049642094
J2102,864337056479687
J2103,862607059134329
J2104,860548044411475
J2105,868704043919735
J2106,868704043221546
J2107,861107032555121
J2108,866758049221530
J2109,861107037886455
J2110,860548040341635
J2111,864337056165518
J2112,864650056199927
J2113,867032059236997
J2114,868704041077122
I1474,869244044513053
I1475,862607059211325
J0963,861107037871135
J0964,862348058257668
J0965,864650056267112
J0966,867032053795667
J0967,865501043954230
J0968,864650059552098
J0969,861107033792715
J0970,864650056122069
J0971,864513042706553
J0973,862607059210467
J0975,867732035522440
J0977,866758048881524
J0998,861107037485084
J0999,862547050865341
J1000,865501043839688
J1001,860965065283734
J1002,862348058330911
K0001,867032053803651
K0002,869244042633200
K0003,867032053736794
K0004,867032053795444
K0005,867032053729377
K0006,862607059212000
K0007,863958044727639
K0008,867032053731910
K0009,864650056132746
K0010,862614060332181
K0011,864513045642789
K0012,862607052177804
K0013,867032053799925
K0014,864650059633427
K0015,862607055576283
K0016,867032059174024
K0017,867032058995767
K0018,867032059163720
K0019,867383059115941
K0020,862607055625098
K0021,862607055577026
K0022,864650059627254
K0023,866041042027737
K0024,864337053483799
K0025,864513042720778
K0026,866041042032646
K0027,866041042025723
K0028,864650059662061
K0029,864650059587433
K0030,867032059027453
K0031,862607055568819
K0032,867394042499300
K0033,862607059105337
K0034,865860041778367
K0035,867032053765009
K0036,862607059216100
K0037,862607055693872
K0038,864650059557733
K0039,862607055624729
K0040,862607059213008
K0041,867383057167118
K0042,864513046501877
K0043,862607059141142
K0044,862607059107093
K0045,865860041752347
K0046,862607059210327
K0047,862607055624455
K0048,866041042173671
K0049,862607055711906
K0050,864650056282152
J0160,862607059134907
J0161,867032059181268
J0164,862607059071448
J0165,867032053920554
J0166,864513041514198
J0167,862607059211630
J0168,864513045655443
J0169,862607059147784
J0170,867032053731720
J0171,867383057132278
J0172,864977043738222
J0173,864650059653441
J0174,864977043758816
J0175,865860041704454
J0176,862607059379817
J0177,867383057157994
J0178,867394047680565
J0179,866041041774073
J0180,862607059143106
J0181,869244042741250
J0182,862607059197045
J0183,862607059161934
J0184,862607059126994
J0185,866041042056033
J0186,862607059210772
J0187,867032053726530
J0188,869244044531105
J0189,864337056350516
J0191,864337058591919
J0192,862607052179909
J0193,862607059145721
J0194,867032053746827
J0195,862607055691256
J0196,864650056135236
J0197,862607052117115
J0198,864513041455657
J0199,864337053488301
J0200,864650056266023
J0201,867032058974986
J0203,864513042759065
J0204,867383059161259
J0205,862607059213024
J0206,864650059557246
J0207,864513042705795
J0209,862607059175090
J0972,860548040362003
J0974,865860041738452
J0976,865860042119058
J0978,863958042580634
J0979,864650056239202
J0980,860588042341803
J0981,868922053119547
J0982,862607052167656
J0983,862607059411990
J1003,866758045769193
J1004,868142049648596
J1049,867383057225361
J1050,862607059197466
I3309,862607055623259
I3310,862607055579873
I3311,864650056179283
I3312,867032053738980
I3313,864050056178566
I3314,862607055569486
I3315,866041042200078
I3316,866041042206695
I3317,862607059162890
I3318,862607059021716
J0714,860548044436233
J0715,864513044551569
J0716,867032053750324
J0717,862607059210210
J0718,864650056191098
J0719,860965068589384
J0720,866758043598792
J0771,868142049631865
J0772,864513041478022
J0773,868794061128319
J0774,867032053901224
J0775,860965065185095
J0776,865860041705055
J0777,864650059598786
J0778,862607059136753
J0779,864650059446689
J0780,862607059118769
J0781,864650056386169
J0782,867383057219984
J0783,860965069100835
J0784,862607059209857
J0785,867032053859026
J0786,864977043699333
J0787,862607059081793
J0788,867383059139719
J0789,865546047472770
J0790,862607059144435
J0791,862607059245661
J0792,864650056132316
J0793,862607059112168
J0794,867032053766130
J0795,862607059147990
J0796,862607059137686
J0797,864650059661527
J0798,866041042145919
J0799,862607059104462
J0800,869244042768733
J0801,867032053793555
J0802,862607059250596
J0803,864650059660701
J0804,865860042122078
J0805,862607059117613
J0806,862607059161694
J0807,863418053187340
J0808,861529049327824
J0809,867032053748385
J0810,867032053789116
J0811,864337056193825
J0812,862607059196914
J0813,860965065187125
J0814,864650059677671
J0815,868922051462675
J0816,862607059148287
J0817,862607059255918
J0818,864977043674401
J0819,862547053979768
J0820,862607059153915
J0821,862607055718893
J0822,862547057412360
J0823,862607055650260
J0824,863958044770795
J0825,862614060284085
J0985,867184039930411
J0986,867184039937150
J0987,868704041322239
J1007,867732035514470
J1030,860548045694434
J1031,860548042792173
J1032,867383057146880
J1033,860965067647985
J1034,865501043954644
J1035,862607059036037
J1036,866758048844746
J1037,865860041704884
J1038,864337056426894
J1039,861107037514172
J1040,867032053800632
J1041,862607059020288
J1042,865501043852533
J1043,862607059195270
J1044,864650054146805
J1045,867032053796988
J1046,867732033003963
J1047,867032059174263
J1048,864977043636483
J1051,864650054208290
J1052,863418055860522
J1053,864513042813938
J1054,863953942697834
J1055,867032053768466
J1056,867032053744038
J1057,864337058947996
J1058,865860042128224
J1059,864650059647476
J1060,867032058974903
J1061,864650059613742
J1062,864650056128553
J1063,862607059110220
J1064,868142049832398
J1065,862607059210582
J1066,868704043917069
J1067,867383059009854
J1068,860548044467881
J1069,860588042339203
J1070,867032053782905
J1071,861107032486731
J1072,862607055704836
J1127,862607059082528
J1128,865860042085259
J1129,864513042813896
J1130,864513046488299
J1131,861107032562788
J1132,866758049194208
J1133,867732035520196
J1134,864977047873827
J1135,866041042261211
J1136,865501043901496
J1137,862607059040963
J1138,866758049550581
